calibration_id,question_id,answer_quality,answer_text,score,score_rationale,key_indicators,key_points,missing_elements,rubric_id,domain,primary_skill
CAL007175,Q02392,Average,"I can optimize it basically using Java, but I might struggle with under strict memory constraints.",5,"Score 5/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Technical,Java
CAL007176,Q02392,Strong,"I have deep expertise with Java. I would optimize a highly secure payment gateway by implementing X and Y, easily handling under strict memory constraints through Z. We achieved a measurable improvement doing this previously.",8,"Score 8/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Technical,Java
CAL007177,Q02393,Poor,I do not know how to optimize a distributed microservices architecture using Healthcare.,1,"Score 1/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Domain Knowledge,Healthcare
CAL007178,Q02393,Average,"I can optimize it basically using Healthcare, but I might struggle with with a hard deadline of two weeks.",4,"Score 4/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Domain Knowledge,Healthcare
CAL007179,Q02393,Strong,"I have deep expertise with Healthcare. I would optimize a distributed microservices architecture by implementing X and Y, easily handling with a hard deadline of two weeks through Z. We achieved a measurable improvement doing this previously.",9,"Score 9/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Domain Knowledge,Healthcare
CAL007180,Q02394,Poor,I do not know how to migrate an offline-first mobile app backing service using Docker.,3,"Score 3/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Technical,Docker
CAL007181,Q02394,Average,"I can migrate it basically using Docker, but I might struggle with under strict memory constraints.",4,"Score 4/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Technical,Docker
CAL007182,Q02394,Strong,"I have deep expertise with Docker. I would migrate an offline-first mobile app backing service by implementing X and Y, easily handling under strict memory constraints through Z. We achieved a measurable improvement doing this previously.",10,"Score 10/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Technical,Docker
CAL007183,Q02395,Poor,I do not know how to architect a legacy monolithic system using Python.,2,"Score 2/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Technical,Python
CAL007184,Q02395,Average,"I can architect it basically using Python, but I might struggle with with zero downtime.",5,"Score 5/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Technical,Python
CAL007185,Q02395,Strong,"I have deep expertise with Python. I would architect a legacy monolithic system by implementing X and Y, easily handling with zero downtime through Z. We achieved a measurable improvement doing this previously.",9,"Score 9/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Technical,Python
CAL007186,Q02396,Poor,I do not know how to implement a high-traffic web application using Conflict Resolution.,2,"Score 2/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Soft Skills,Conflict Resolution
CAL007187,Q02396,Average,"I can implement it basically using Conflict Resolution, but I might struggle with during a major compliance audit.",6,"Score 6/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Soft Skills,Conflict Resolution
CAL007188,Q02396,Strong,"I have deep expertise with Conflict Resolution. I would implement a high-traffic web application by implementing X and Y, easily handling during a major compliance audit through Z. We achieved a measurable improvement doing this previously.",10,"Score 10/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Soft Skills,Conflict Resolution
CAL007189,Q02397,Poor,I do not know how to migrate a high-traffic web application using Fintech.,2,"Score 2/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Domain Knowledge,Fintech
CAL007190,Q02397,Average,"I can migrate it basically using Fintech, but I might struggle with with a globally distributed team.",4,"Score 4/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Domain Knowledge,Fintech
CAL007191,Q02397,Strong,"I have deep expertise with Fintech. I would migrate a high-traffic web application by implementing X and Y, easily handling with a globally distributed team through Z. We achieved a measurable improvement doing this previously.",9,"Score 9/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Domain Knowledge,Fintech
CAL007192,Q02398,Poor,I do not know how to implement an offline-first mobile app backing service using Database Design.,3,"Score 3/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,System Design,Database Design
CAL007193,Q02398,Average,"I can implement it basically using Database Design, but I might struggle with with zero downtime.",4,"Score 4/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,System Design,Database Design
CAL007194,Q02398,Strong,"I have deep expertise with Database Design. I would implement an offline-first mobile app backing service by implementing X and Y, easily handling with zero downtime through Z. We achieved a measurable improvement doing this previously.",9,"Score 9/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,System Design,Database Design
CAL007195,Q02399,Poor,I do not know how to secure a latency-sensitive trading platform using Leadership.,2,"Score 2/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Soft Skills,Leadership
CAL007196,Q02399,Average,"I can secure it basically using Leadership, but I might struggle with with a globally distributed team.",7,"Score 7/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Soft Skills,Leadership
CAL007197,Q02399,Strong,"I have deep expertise with Leadership. I would secure a latency-sensitive trading platform by implementing X and Y, easily handling with a globally distributed team through Z. We achieved a measurable improvement doing this previously.",9,"Score 9/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Soft Skills,Leadership
CAL007198,Q02400,Poor,I do not know how to architect a latency-sensitive trading platform using Leadership.,3,"Score 3/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Soft Skills,Leadership
CAL007199,Q02400,Average,"I can architect it basically using Leadership, but I might struggle with with a globally distributed team.",4,"Score 4/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Soft Skills,Leadership
CAL007200,Q02400,Strong,"I have deep expertise with Leadership. I would architect a latency-sensitive trading platform by implementing X and Y, easily handling with a globally distributed team through Z. We achieved a measurable improvement doing this previously.",10,"Score 10/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Soft Skills,Leadership
CAL007201,Q02401,Poor,I do not know how to refactor a high-traffic web application using API Design.,1,"Score 1/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,System Design,API Design
CAL007202,Q02401,Average,"I can refactor it basically using API Design, but I might struggle with with a hard deadline of two weeks.",5,"Score 5/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,System Design,API Design
CAL007203,Q02401,Strong,"I have deep expertise with API Design. I would refactor a high-traffic web application by implementing X and Y, easily handling with a hard deadline of two weeks through Z. We achieved a measurable improvement doing this previously.",9,"Score 9/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,System Design,API Design
